"household_id","coupon_count"
1,302
2,56
3,163
4,49
5,0
6,188
7,155
8,396
9,0
10,0
11,0
12,0
13,367
14,252
15,0
16,82
17,200
18,179
19,360
20,252
21,0
22,292
23,153
24,0
25,200
26,48
27,283
28,219
29,197
30,0
31,5
32,250
33,0
34,0
35,0
36,114
37,105
38,50
39,149
40,461
41,56
42,153
43,206
44,0
45,49
46,332
47,153
48,89
49,172
50,0
51,200
52,236
53,0
54,0
55,186
56,54
57,186
58,336
59,0
60,0
61,0
62,0
63,0
64,186
65,256
66,0
67,250
68,353
69,334
70,0
71,104
72,238
73,200
74,221
75,0
76,0
77,89
78,221
79,56
80,81
81,198
82,0
83,50
84,0
85,301
86,105
87,0
88,410
89,0
90,0
91,104
92,49
93,488
94,0
95,254
96,47
97,156
98,106
99,158
100,0
101,200
103,49
104,351
105,321
106,0
107,0
108,165
109,186
110,186
111,56
112,48
113,400
114,153
115,437
116,99
117,278
118,221
119,105
120,0
121,153
122,200
123,153
124,0
125,367
126,0
127,205
128,0
129,0
130,0
131,266
132,283
133,186
134,226
135,0
136,105
137,49
138,83
139,104
140,95
141,0
142,266
143,315
144,200
145,50
146,0
147,0
148,0
149,231
150,0
151,49
152,0
153,0
154,0
155,97
156,358
157,233
158,186
159,0
160,35
161,109
162,137
163,0
164,137
165,285
166,104
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,49
180,97
181,97
182,0
183,186
184,198
185,49
186,0
187,47
188,97
189,0
190,0
191,0
192,131
193,233
194,49
195,97
196,259
197,0
198,346
199,0
200,33
201,0
202,0
203,0
204,0
205,170
207,0
208,309
209,212
210,301
211,104
212,218
213,0
214,203
215,48
216,97
217,75
218,186
219,238
220,137
221,153
222,153
223,198
224,0
225,0
226,49
227,56
228,104
229,0
230,153
231,0
232,233
233,0
234,0
235,299
236,50
237,0
238,0
239,360
240,0
241,0
242,186
243,252
244,0
245,49
246,105
247,0
248,26
249,153
250,0
251,91
252,0
253,301
254,0
255,0
256,428
257,97
258,200
259,0
260,0
261,56
262,313
263,224
264,56
265,147
266,81
267,0
268,0
269,0
270,0
271,130
272,0
273,104
274,0
275,153
276,280
277,0
278,96
279,49
280,49
281,247
282,221
283,195
284,0
285,254
286,50
287,313
288,147
289,221
290,338
291,204
292,0
293,224
294,392
295,0
296,0
297,97
298,0
299,0
300,247
301,275
302,49
303,186
304,331
305,247
306,219
307,153
308,56
309,0
310,0
311,0
312,97
314,33
315,0
316,0
317,259
318,151
319,200
320,0
321,280
322,153
323,0
324,225
325,0
326,0
327,0
328,216
329,256
330,105
331,82
332,235
333,49
334,327
335,152
336,84
337,49
338,132
339,91
340,0
341,0
342,49
343,48
344,0
345,339
346,153
347,0
348,48
349,0
350,185
351,289
352,0
353,153
354,294
355,0
356,48
357,0
358,311
360,0
361,295
362,151
363,0
364,184
365,259
366,0
367,301
368,96
369,35
370,56
371,398
372,0
373,0
374,375
375,0
376,269
377,212
378,186
380,280
381,194
382,0
383,156
384,193
385,0
386,186
387,153
388,0
389,349
390,153
391,89
392,266
393,200
394,169
395,0
396,128
397,254
398,56
399,0
400,31
401,0
402,82
403,0
404,316
405,103
406,0
407,0
408,196
409,257
410,49
411,221
412,142
413,303
414,200
415,0
416,0
417,0
418,358
419,56
420,200
421,287
422,0
423,0
424,0
425,308
426,153
427,0
428,214
429,0
430,50
431,0
432,48
433,48
434,395
435,0
436,33
437,309
438,91
439,50
440,0
441,48
442,82
443,186
444,0
445,247
446,0
447,144
448,0
449,0
450,56
451,153
452,0
453,0
454,301
455,0
456,369
457,0
458,219
459,105
460,186
461,0
462,48
463,172
464,346
465,0
466,0
467,303
468,303
469,184
470,245
471,0
472,297
473,105
474,0
475,49
476,33
477,0
478,0
479,97
480,111
481,47
482,56
483,151
484,153
485,26
486,0
487,0
488,0
489,231
490,200
491,221
492,355
493,221
495,252
496,0
497,0
498,35
499,0
500,0
501,0
502,56
503,257
504,0
505,0
506,0
507,49
508,49
509,0
510,393
511,186
513,212
514,105
515,151
516,0
517,282
518,186
519,50
520,56
521,0
522,0
523,104
524,223
525,0
526,330
527,131
528,0
529,85
530,49
531,0
532,0
533,96
534,140
535,0
536,182
537,49
538,105
539,0
540,54
541,66
542,104
543,256
544,152
545,153
546,153
547,0
548,212
549,56
550,0
551,0
552,0
553,321
554,0
555,0
556,0
557,0
558,179
559,0
560,327
561,0
562,56
563,48
564,0
565,0
566,48
567,97
568,304
569,297
570,49
571,0
572,47
573,130
574,353
575,283
576,334
577,48
578,108
579,0
580,97
581,144
582,153
583,221
584,49
585,0
586,367
587,0
588,440
589,0
590,0
591,215
592,0
593,0
594,153
595,235
596,200
597,163
598,223
599,0
600,266
601,241
602,0
603,200
604,47
605,254
606,130
607,153
608,301
609,151
610,0
611,0
612,130
613,0
614,226
615,0
616,0
617,0
618,221
619,0
620,0
621,104
622,238
623,252
624,200
625,0
626,0
627,0
628,0
629,0
630,274
631,200
632,104
633,104
634,130
635,47
636,379
637,303
638,179
639,56
640,153
641,369
642,316
643,0
644,249
645,0
646,56
647,386
648,0
649,0
650,144
651,0
652,0
653,346
654,47
655,0
656,217
657,0
658,0
659,0
660,395
661,221
662,56
663,219
664,0
665,0
666,0
667,0
668,0
669,215
670,121
671,153
672,48
673,0
674,351
675,144
676,551
677,0
678,0
679,299
680,153
681,177
682,103
683,0
684,280
685,104
686,0
687,136
688,128
689,0
690,188
691,103
692,186
693,309
694,97
695,369
696,104
697,163
698,96
699,261
700,80
701,0
702,186
703,299
704,0
705,138
706,210
707,330
708,138
709,357
710,259
711,0
712,410
713,0
714,233
715,153
716,48
717,0
718,469
719,0
720,103
721,0
722,178
723,0
724,0
725,219
726,171
727,163
728,172
729,33
730,0
731,188
732,342
733,104
734,56
735,0
736,0
737,0
738,233
739,0
740,249
741,82
742,369
743,82
744,217
745,307
746,0
747,153
748,122
749,153
750,0
751,0
752,153
753,0
754,180
755,255
756,0
757,33
758,0
759,47
760,105
761,189
762,368
763,97
764,48
765,0
766,401
767,0
768,172
769,49
770,0
771,363
772,0
773,0
774,0
775,0
776,194
777,0
778,63
779,75
780,97
781,0
782,0
783,0
784,153
785,0
786,287
787,153
788,440
789,0
790,89
791,0
792,0
793,56
794,0
795,47
796,0
797,233
798,0
799,0
800,431
801,0
802,153
803,136
804,261
805,266
806,367
807,191
808,105
809,0
810,0
811,0
812,103
813,0
814,0
815,0
816,304
817,271
818,0
819,0
820,104
821,0
822,0
823,104
824,0
825,278
826,0
827,0
828,0
829,0
830,186
831,0
832,0
833,0
834,47
835,0
836,84
837,0
838,0
839,0
840,217
841,33
842,254
843,0
844,186
845,391
846,0
847,0
848,0
849,245
850,153
851,0
852,56
853,184
854,49
855,200
856,245
857,191
858,0
859,234
860,0
861,47
862,48
863,115
864,235
865,0
866,0
867,153
868,226
869,0
870,0
871,254
872,0
873,186
874,0
875,0
876,296
877,188
878,360
879,61
880,0
881,233
882,153
883,268
884,0
885,56
886,137
887,0
888,447
889,417
890,0
891,287
892,0
893,89
894,0
895,377
896,300
897,0
898,212
899,0
900,282
901,147
902,0
903,144
904,0
905,0
906,220
907,103
908,179
909,365
910,0
911,153
912,0
913,80
914,0
915,104
916,186
917,0
918,172
919,49
920,231
921,0
922,194
923,82
924,95
925,49
926,376
927,56
928,184
929,191
930,0
931,173
932,379
933,0
934,290
935,47
936,339
937,0
938,56
939,104
940,56
941,221
942,390
943,151
944,56
945,0
946,89
947,268
948,0
949,346
950,0
951,0
952,188
953,103
954,97
955,236
956,179
957,186
958,0
959,0
960,200
961,285
962,0
963,0
964,48
965,35
966,0
967,0
968,327
969,0
970,0
971,137
972,277
973,325
974,0
975,219
976,131
977,0
978,136
979,384
980,0
981,0
982,466
983,254
984,56
985,0
986,48
987,97
988,186
989,318
990,0
991,0
992,0
993,307
994,0
995,128
996,177
997,437
998,393
999,95
1000,153
1001,136
1002,0
1003,47
1004,221
1005,153
1006,0
1007,153
1008,0
1009,0
1010,56
1011,156
1012,144
1013,0
1014,247
1015,233
1016,122
1017,256
1018,200
1019,49
1020,212
1021,50
1022,0
1023,0
1024,280
1025,129
1026,0
1027,0
1028,0
1029,466
1030,0
1031,104
1032,280
1033,0
1034,105
1035,0
1036,0
1037,0
1038,104
1039,186
1040,226
1041,325
1042,250
1043,0
1044,0
1045,233
1046,141
1047,97
1048,56
1049,0
1050,252
1051,0
1053,221
1054,0
1055,162
1056,355
1057,246
1058,188
1059,0
1060,306
1061,137
1062,104
1063,0
1064,206
1065,185
1066,247
1067,103
1068,0
1069,266
1070,292
1071,132
1072,97
1073,207
1074,226
1075,49
1076,56
1077,0
1078,393
1079,0
1080,0
1081,348
1082,289
1083,49
1084,270
1085,233
1086,0
1087,270
1088,89
1089,48
1090,0
1091,233
1092,0
1093,0
1094,346
1095,0
1096,0
1097,186
1098,273
1099,0
1100,0
1101,0
1102,96
1103,294
1104,301
1106,0
1107,0
1108,0
1109,0
1110,0
1111,461
1112,0
1113,245
1114,0
1115,0
1116,95
1117,266
1118,0
1119,104
1120,49
1121,49
1122,153
1123,153
1124,49
1125,56
1126,84
1127,89
1128,346
1129,0
1130,257
1131,163
1132,96
1133,56
1134,261
1135,0
1136,96
1137,186
1138,235
1139,294
1140,0
1141,48
1142,386
1143,0
1144,0
1145,245
1146,355
1147,0
1148,0
1149,0
1150,0
1151,89
1152,0
1153,49
1154,219
1155,0
1156,0
1157,153
1158,212
1159,163
1160,188
1161,0
1162,0
1163,282
1164,153
1165,56
1166,447
1167,402
1168,0
1169,185
1170,0
1171,0
1172,138
1173,0
1174,97
1175,212
1176,0
1177,0
1178,294
1179,216
1180,163
1181,132
1182,96
1185,0
1186,221
1187,254
1188,97
1189,0
1190,296
1191,105
1192,0
1193,153
1194,0
1195,0
1196,0
1197,203
1198,0
1200,0
1201,0
1202,0
1203,268
1204,105
1205,0
1206,254
1207,153
1208,0
1209,0
1210,0
1211,140
1212,0
1213,0
1214,0
1215,0
1216,360
1217,35
1218,56
1219,105
1220,0
1221,0
1222,273
1223,33
1224,104
1225,0
1226,280
1227,89
1228,259
1229,304
1230,0
1231,0
1232,0
1233,0
1234,289
1235,0
1236,171
1237,106
1238,244
1239,97
1240,219
1241,0
1242,0
1243,0
1244,0
1245,200
1246,131
1247,236
1248,303
1249,0
1250,0
1251,49
1252,0
1253,0
1254,0
1255,0
1256,379
1257,5
1258,223
1259,49
1260,104
1261,219
1262,0
1263,259
1264,258
1265,56
1266,184
1267,0
1268,0
1269,97
1270,173
1271,186
1272,349
1273,0
1274,0
1275,0
1276,0
1277,254
1278,0
1279,223
1280,0
1281,0
1282,276
1283,0
1284,114
1285,105
1286,0
1287,154
1288,105
1289,150
1290,0
1291,212
1292,0
1293,104
1294,97
1295,0
1296,186
1297,165
1298,0
1299,334
1300,49
1301,178
1302,0
1303,169
1304,56
1305,287
1306,301
1307,153
1308,0
1309,0
1310,0
1311,0
1312,285
1313,0
1314,360
1315,0
1316,252
1317,247
1318,153
1319,47
1320,0
1321,200
1322,0
1323,0
1324,0
1325,105
1326,283
1327,0
1328,0
1329,0
1330,136
1331,153
1332,0
1333,188
1334,0
1335,0
1336,327
1337,400
1338,0
1339,0
1340,0
1341,0
1342,0
1343,0
1344,99
1345,103
1346,0
1347,56
1348,0
1349,136
1350,95
1351,97
1352,226
1353,278
1354,56
1355,0
1356,186
1357,203
1358,0
1359,0
1360,0
1361,0
1362,0
1363,89
1364,184
1365,0
1366,226
1367,208
1368,0
1369,97
1370,245
1371,0
1372,0
1373,0
1374,144
1375,234
1376,203
1377,0
1378,452
1379,430
1380,0
1381,0
1382,200
1383,186
1384,0
1385,163
1386,0
1387,49
1388,327
1389,48
1390,197
1391,276
1392,203
1393,309
1394,221
1395,0
1396,179
1397,278
1398,0
1399,0
1400,0
1401,0
1402,104
1403,153
1404,0
1405,33
1406,226
1407,0
1408,89
1409,153
1410,0
1411,0
1412,221
1413,0
1414,0
1415,0
1416,0
1417,56
1418,186
1419,150
1420,231
1421,259
1422,0
1423,153
1424,49
1425,191
1426,47
1427,0
1428,157
1429,33
1430,378
1431,153
1432,0
1433,0
1434,287
1435,0
1436,0
1437,277
1438,33
1439,0
1440,56
1441,0
1442,0
1443,105
1444,0
1445,358
1446,219
1447,33
1448,56
1449,0
1450,0
1451,279
1452,235
1453,434
1454,137
1456,48
1457,0
1458,179
1459,259
1460,56
1461,188
1462,259
1463,200
1464,105
1465,0
1466,0
1467,104
1468,129
1469,0
1470,285
1471,0
1472,0
1473,215
1474,56
1475,254
1476,261
1477,0
1478,0
1479,33
1480,0
1481,186
1482,0
1483,191
1484,56
1485,97
1486,0
1487,0
1488,186
1489,367
1490,226
1491,252
1492,144
1493,49
1494,186
1495,56
1496,0
1497,0
1498,0
1499,49
1500,0
1501,158
1502,146
1503,0
1505,212
1506,130
1507,0
1508,95
1509,135
1510,172
1511,186
1512,0
1513,0
1514,0
1515,280
1516,0
1517,266
1518,47
1519,0
1520,123
1521,0
1522,0
1523,0
1524,33
1525,0
1526,153
1527,487
1528,343
1529,369
1530,50
1531,0
1532,105
1533,0
1534,380
1535,280
1536,330
1537,186
1538,0
1539,0
1540,235
1541,393
1542,153
1543,0
1544,144
1545,188
1546,196
1547,104
1548,250
1549,200
1550,0
1552,0
1553,0
1554,0
1555,138
1556,245
1557,301
1558,250
1559,0
1560,0
1561,0
1562,0
1563,153
1564,0
1565,0
1566,157
1567,97
1568,219
1569,47
1570,0
1571,0
1572,56
1573,0
1574,0
1575,56
1576,0
1577,238
1578,104
1579,259
1580,66
1581,89
1582,207
1583,0
1584,200
1585,278
1586,221
1587,48
1588,186
1589,0
1590,347
1591,143
1592,56
1593,49
1594,33
1595,153
1596,0
1597,0
1598,327
1599,287
1600,0
1601,99
1602,342
1603,0
1604,153
1605,56
1606,0
1607,200
1608,0
1609,151
1610,0
1611,0
1612,0
1613,236
1614,0
1615,49
1616,0
1617,351
1618,219
1619,153
1620,337
1621,105
1622,82
1623,0
1624,56
1625,0
1626,0
1627,56
1629,0
1630,153
1631,299
1632,26
1633,416
1634,129
1635,0
1636,0
1637,0
1638,0
1639,186
1640,221
1641,0
1642,276
1643,0
1644,0
1645,0
1646,48
1647,0
1648,268
1649,0
1650,0
1651,56
1652,0
1653,351
1654,0
1655,0
1656,0
1657,0
1658,0
1659,184
1660,48
1661,0
1662,368
1663,89
1664,0
1665,0
1666,56
1667,49
1668,82
1669,0
1670,0
1671,97
1672,97
1673,219
1674,0
1675,318
1676,241
1677,360
1678,188
1679,0
1680,0
1681,81
1682,0
1683,117
1684,0
1685,97
1686,49
1687,254
1688,0
1689,104
1690,0
1691,0
1692,153
1693,276
1694,329
1695,48
1696,226
1697,0
1698,0
1699,0
1700,0
1701,0
1702,0
1703,205
1704,0
1705,346
1706,0
1707,224
1708,153
1709,48
1710,332
1711,0
1712,0
1713,0
1714,0
1715,0
1716,205
1717,56
1718,0
1719,0
1720,327
1721,0
1722,219
1723,153
1724,0
1725,0
1726,252
1728,0
1729,210
1730,0
1731,235
1732,188
1733,16
1734,0
1735,104
1736,0
1737,0
1738,0
1739,0
1740,188
1741,0
1742,153
1743,0
1744,33
1745,233
1746,105
1747,144
1748,0
1749,247
1750,0
1751,203
1752,379
1753,221
1754,280
1755,0
1756,187
1757,0
1758,91
1759,268
1760,0
1761,56
1762,336
1763,301
1764,431
1765,35
1766,0
1767,461
1768,48
1769,259
1770,0
1771,0
1772,200
1773,109
1774,186
1775,0
1776,247
1777,75
1778,360
1779,233
1780,0
1781,153
1782,0
1783,184
1784,56
1785,26
1786,0
1787,0
1788,247
1789,0
1790,139
1791,153
1792,49
1793,89
1794,104
1795,309
1796,89
1797,254
1798,48
1799,0
1800,49
1801,0
1802,109
1803,531
1804,280
1805,0
1806,210
1807,313
1808,95
1809,49
1810,153
1811,0
1812,105
1813,0
1814,105
1815,0
1816,200
1817,0
1818,0
1819,0
1820,212
1821,301
1822,123
1823,292
1824,179
1825,47
1826,33
1827,0
1828,238
1829,153
1831,276
1832,56
1833,306
1834,214
1835,383
1836,247
1837,153
1838,0
1839,33
1840,56
1841,56
1842,0
1843,0
1844,0
1845,402
1846,0
1847,105
1848,179
1849,153
1850,94
1851,0
1852,292
1853,0
1854,184
1855,0
1856,233
1857,47
1858,105
1859,50
1860,56
1861,179
1862,238
1863,0
1864,212
1865,318
1866,0
1867,0
1868,0
1869,320
1870,0
1871,0
1872,224
1873,306
1874,0
1875,0
1877,5
1878,0
1879,153
1880,0
1881,104
1882,0
1883,247
1884,0
1885,0
1886,0
1887,48
1888,0
1889,105
1890,56
1891,0
1892,327
1893,0
1894,122
1895,84
1896,56
1898,0
1899,411
1900,104
1901,370
1902,0
1903,0
1904,0
1905,138
1906,278
1907,388
1908,0
1909,0
1910,0
1911,153
1912,97
1913,0
1914,287
1915,0
1916,268
1917,457
1918,97
1919,290
1920,203
1921,89
1922,179
1923,236
1924,336
1925,104
1926,0
1927,219
1928,186
1929,218
1930,226
1931,137
1932,56
1933,103
1934,0
1935,214
1936,247
1937,158
1938,0
1939,105
1940,98
1941,104
1942,104
1943,407
1944,422
1945,0
1946,91
1947,320
1948,56
1949,56
1950,33
1951,0
1952,0
1953,104
1954,301
1955,340
1956,0
1957,56
1958,0
1959,95
1960,0
1961,80
1962,38
1963,99
1964,56
1965,287
1966,311
1967,0
1968,153
1969,153
1970,56
1971,200
1972,153
1973,0
1974,200
1975,468
1976,334
1977,0
1978,266
1979,154
1980,56
1981,49
1982,97
1983,0
1984,0
1985,445
1986,0
1987,56
1988,47
1989,138
1990,153
1991,0
1992,0
1993,48
1994,0
1995,400
1996,104
1997,163
1998,200
1999,0
2000,0
2001,0
2002,47
2003,0
2004,351
2005,0
2006,170
2007,383
2008,122
2009,0
2010,0
2011,153
2012,254
2013,82
2014,49
2015,198
2016,48
2017,287
2018,140
2019,353
2020,247
2021,49
2022,0
2023,0
2024,206
2025,0
2026,0
2027,200
2028,0
2029,89
2030,158
2031,0
2032,49
2033,56
2034,105
2035,49
2036,66
2037,203
2038,0
2040,0
2041,153
2042,150
2043,0
2044,48
2045,0
2046,47
2047,221
2048,0
2049,0
2050,200
2051,235
2052,0
2053,186
2054,0
2055,137
2056,124
2057,97
2058,283
2059,49
2060,0
2061,0
2062,250
2063,47
2064,153
2065,124
2066,198
2068,170
2069,97
2070,259
2071,104
2073,0
2074,49
2075,122
2076,384
2077,0
2078,179
2079,303
2080,322
2081,49
2082,212
2083,219
2084,153
2085,325
2086,208
2087,245
2088,329
2089,0
2090,0
2091,0
2092,153
2093,0
2094,56
2095,315
2096,0
2097,297
2098,33
2099,56
2100,179
2101,0
2102,136
2103,0
2104,0
2105,0
2106,0
2107,187
2108,105
2109,186
2110,375
2111,163
2112,252
2113,0
2114,200
2115,365
2116,154
2117,203
2118,0
2119,0
2120,0
2121,180
2122,0
2123,153
2124,334
2125,0
2126,0
2127,0
2128,104
2129,327
2130,153
2131,280
2132,0
2133,285
2134,369
2135,0
2136,0
2137,144
2138,130
2139,309
2140,0
2141,295
2142,233
2143,0
2144,35
2145,35
2146,96
2147,186
2148,200
2149,165
2150,0
2151,0
2152,0
2153,0
2154,151
2155,0
2156,224
2157,0
2158,56
2159,49
2160,0
2161,0
2162,287
2163,0
2164,130
2165,0
2166,0
2167,369
2168,226
2169,0
2170,428
2171,259
2172,0
2173,56
2174,0
2175,0
2176,153
2177,0
2178,503
2179,49
2180,0
2181,49
2182,144
2183,233
2184,229
2185,386
2186,136
2187,49
2188,235
2189,0
2190,311
2191,0
2192,0
2193,297
2194,482
2195,0
2196,0
2197,0
2198,142
2199,297
2200,382
2202,0
2203,186
2204,104
2205,200
2206,0
2207,272
2208,407
2209,233
2210,162
2211,104
2212,0
2213,82
2214,0
2215,200
2216,0
2217,302
2218,0
2219,0
2220,0
2221,186
2222,84
2223,95
2224,252
2225,191
2226,414
2227,0
2228,247
2229,0
2230,33
2231,137
2232,0
2233,431
2234,196
2235,222
2236,259
2237,245
2238,153
2239,33
2240,352
2241,56
2242,0
2243,99
2244,332
2245,221
2246,0
2247,49
2248,33
2249,0
2250,56
2251,0
2252,0
2253,0
2254,89
2255,0
2256,0
2257,0
2258,0
2260,179
2261,313
2262,283
2263,242
2264,360
2266,234
2267,0
2268,0
2269,179
2270,374
2271,0
2272,0
2273,49
2274,220
2275,56
2276,0
2277,322
2278,138
2279,68
2280,396
2281,89
2282,106
2283,0
2284,373
2285,0
2286,50
2287,0
2288,188
2289,138
2290,0
2291,0
2292,0
2293,33
2294,268
2295,360
2296,336
2297,0
2298,104
2299,66
2300,283
2301,221
2302,97
2303,153
2304,0
2305,360
2306,0
2307,341
2308,0
2309,0
2310,56
2311,0
2312,297
2313,0
2314,179
2316,47
2317,574
2318,477
2319,48
2320,0
2321,0
2322,323
2323,0
2324,419
2326,0
2327,49
2328,364
2329,223
2330,285
2331,303
2332,0
2333,0
2334,372
2335,0
2336,82
2337,292
2338,35
2340,0
2341,545
2342,82
2343,219
2344,153
2345,257
2346,49
2347,56
2348,0
2349,0
2350,153
2351,401
2352,0
2353,0
2354,191
2355,0
2356,95
2357,0
2358,104
2359,200
2360,353
2361,308
2362,0
2363,0
2364,139
2366,353
2367,259
2368,0
2369,131
2370,212
2371,233
2372,97
2373,89
2374,201
2375,104
2376,151
2377,103
2378,323
2379,82
2380,268
2381,188
2382,0
2383,0
2384,0
2385,117
2386,35
2387,0
2388,35
2389,0
2390,84
2391,56
2392,0
2393,110
2394,33
2395,437
2396,0
2397,0
2398,56
2399,0
2400,183
2401,0
2402,0
2403,0
2404,0
2405,153
2406,280
2407,205
2408,0
2409,0
2410,132
2411,97
2412,346
2413,0
2414,0
2415,49
2416,153
2417,0
2418,0
2419,82
2420,200
2421,283
2422,0
2423,104
2424,261
2425,163
2426,153
2427,436
2428,0
2429,47
2430,165
2431,0
2432,428
2433,0
2434,0
2435,0
2436,0
2437,153
2438,153
2439,49
2440,49
2441,151
2442,0
2443,233
2445,303
2446,186
2447,153
2448,348
2449,0
2450,26
2451,325
2452,299
2453,221
2454,0
2455,278
2456,56
2457,47
2458,0
2459,532
2460,0
2461,0
2462,346
2463,0
2464,0
2465,0
2466,171
2467,426
2468,81
2469,0
2470,105
2471,0
2472,56
2473,0
2474,99
2475,137
2476,0
2477,47
2478,179
2479,358
2480,0
2481,186
2482,97
2483,56
2484,308
2485,123
2486,115
2487,0
2488,396
2489,546
2490,0
2491,0
2492,0
2493,103
2494,89
2495,0
2496,252
2497,153
2498,252
2499,105
2500,320
